"session_id","route_id","Fecha","start_time","sport","sport_raw","source","vt1_used","vt2_used","zones_source","duration_min","moving_min","distance_km","elev_gain_m","elev_loss_m","elev_density","calories","hr_mean","hr_max","hr_p95","average_cadence","hrr_drop_bpm","average_weather_temp","z1_pct","z2_pct","z3_pct","z1_total_min","z2_total_min","z3_total_min","work_n_blocks","work_total_min","work_longest_min","work_avg_z3_pct","work_blocks_min","work_blocks_z3pct","late_intensity","cardiac_drift_pct","mechanics_source","polar_sport_raw","polar_start_delta_min","polar_duration_gap_min","run_power_available","run_power_mean","run_power_max","run_power_p95","speed_first_half","speed_second_half","cadence_first_half","cadence_second_half","polar_speed_available","polar_cadence_available","run_power_first_half","run_power_second_half","durability_applicable","speed_ratio","power_ratio","load","trimp","rpe","feel","icu_weighted_avg_watts","icu_joules_above_ftp","icu_max_wbal_depletion","decoupling","intensity_category","effort_vs_recent","effort_vs_anchor","session_group","notes_raw","rpe_present","notes_present","pipeline_version","stream_dt_est"
"i141710399","","2026-04-20","09:24","mobility","Workout","intervals","142","163","icu","47.6","47.6","0.0","","","","122.0","77.0","115.0","","","","","100.0","0.0","0.0","47.6","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","6.0","10.256556","","","","","","","NA","typical","unknown","mobility","","0","0","v3.11",""
"i141760234","","2026-04-21","09:00","strength","WeightTraining","intervals","142","163","icu","57.6","57.6","0.0","","","","213.0","85.0","127.0","","","","","100.0","0.0","0.0","57.4","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","10.0","17.10533","","","","","","","NA","typical","typical","strength_unknown","","0","0","v3.11",""
"i141760231","7006687.0","2026-04-21","14:56","trail_run","TrailRun","intervals","143","161","icu","62.5","61.6","8.75","245.0","250.20354","28.0","691.0","145.0","173.0","167.0","82.89854","33.0","21.527067","48.8","35.7","15.5","30.1","22.0","9.6","5","34.2","11.4","28","3.3;3.5;11.4;9.0;7.0","0;0;75;0;14","0.0","-14.0","intervals_fit","running trail","","","1.0","223.7","378.0","310.0","8.56","8.7","82.0","83.8","1.0","1.0","247.8","199.5","0","1.016","0.805","65.0","114.62176","5.0","3.0","241.0","3678.0","1920.0","21.58079","work_intense","typical","unknown","endurance_hard","El la subida larga se apretó consientemente. Ligera sensación de debilidad al comienzo que luego desapareció. Ciertas molestias en cadera derecha y rodilla izquierda que luego desaparecieron. Sol y calor aunque no excesiva sudoración.","1","1","v3.11","1.0"
"i141930643","","2026-04-22","08:20","mobility","Workout","intervals","142","163","icu","56.8","56.8","0.0","","","","165.0","83.0","115.0","","","","","100.0","0.0","0.0","56.8","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","9.0","15.00886","","","","","","","NA","above","unknown","mobility","","0","0","v3.12",""
"i142032696","","2026-04-22","15:25","swim","Swim","intervals","134","149","icu","35.0","34.2","1.1","","","","253.0","110.0","136.0","125.0","38.0","","","99.5","0.5","0.0","34.1","0.2","0.0","0","0.0","0.0","0","","","0.0","0.7","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","14.0","24.240843","4.0","3.0","","","","","easy","below","below","endurance_easy","","1","0","v3.12","1.0"
"i142316033","","2026-04-23","15:42","road_run","VirtualRun","intervals","143","161","icu","63.6","62.4","9.47","","","","687.0","142.0","156.0","154.0","84.203606","","","32.1","67.9","0.0","19.9","42.1","0.0","2","43.6","22.7","0","22.7;20.9","0;0","0.0","4.2","intervals_fit","running indoor_running","","","0.0","","","","9.39","9.06","84.1","84.3","1.0","1.0","","","0","0.965","","62.0","102.69702","5.0","2.0","","","","","work_steady","below","below","endurance_moderate","Carrera en cinta buscando trabajo en tempo. Después de 10 minutos de calentamiento se coloco el desnivel al 2÷ y velocidad a 10.2km/h asi durante 20 minutos hasta que la máquina tuvo un fallo y se reseteo. Una vez solventado se hicieron 20 minutos mas a la misma velocidad y 1÷ de inclinacion. Posteriormente se hice una paulatima vuelta a reposo. | Durante la actividad la rodilla izquierda no molestó.","1","1","v3.12","1.0"
"i142617552","","2026-04-24","12:55","mobility","Workout","intervals","142","163","icu","63.1","63.1","0.0","","","","186.0","80.0","124.0","","","","","100.0","0.0","0.0","63.2","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","8.0","11.979132","","","","","","","NA","typical","unknown","mobility","","0","0","v3.12",""
"i142617544","7065382.0","2026-04-24","16:33","bike","Ride","intervals","139","156","icu","148.5","144.7","41.22","1012.0","1003.0","24.6","1164.0","115.0","137.0","134.0","88.7235","","17.63614","100.0","0.0","0.0","144.6","0.0","0.0","0","0.0","0.0","0","","","0.0","-17.9","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","69.0","110.204124","4.0","2.0","","","","","easy","above","above","endurance_easy","Salida buscando acumular volumen por debajo de VT1. | Buenas sensaciones sin mas. un poco de molestias en la rodilla izquierda a pesar de la cadencia alta.","1","1","v3.12","1.0"
"i142878819","7091099.0","2026-04-25","16:37","trail_run","TrailRun","intervals","143","161","icu","107.1","104.5","15.31","37.199997","36.199997","2.4","966.0","116.0","171.0","140.0","81.951","","20.031595","99.0","0.3","0.7","103.4","0.3","0.8","0","0.0","0.0","0","","","0.0","-30.0","intervals_fit","running trail","","","1.0","214.3","328.0","240.0","8.72","8.78","81.3","82.6","1.0","1.0","217.7","210.9","1","1.007","0.969","85.0","88.615074","4.0","2","217.0","36.0","36.0","-32.388165","easy","above","above","endurance_easy","Salida por debajo de VT1 de volumen. Terrero de pista plano. Calor y sol en la ida, sombra y viento de cara en la vuelta. El la vuelta la banda de fc presento problemas y no capto correctamente la fc. Hacia el final note la acumulación de km en la piernas, pero sin mayor problema. Noté la rodilla izquierda.","1","1","v3.12","1.005"
"i143153678","7119126.0","2026-04-26","16:43","bike","Ride","intervals","139","156","icu","144.2","138.7","55.75","244.0","254.0","4.4","1128.0","117.0","145.0","133.0","94.30114","","21.90194","99.7","0.3","0.0","138.2","0.5","0.0","0","0.0","0.0","0","","","0.0","-5.8","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","69.0","119.36929","4.0","2.0","","","","","easy","typical","above","endurance_easy","Salida por debajo de VT1 y alta cadencia para acumular volumen y base.","1","1","v3.12","1.0"
"i143392215","","2026-04-27","14:26","road_run","VirtualRun","intervals","143","161","icu","60.4","58.5","8.71","","","","655.0","143.0","173.0","171.0","80.51686","36.0","","47.4","16.6","36.0","27.5","9.7","20.9","5","30.9","6.6","68","6.2;6.0;6.2;6.6;5.9","46;69;74;73;77","1.0","10.2","intervals_fit","running indoor_running","","","0.0","","","","8.82","9.22","78.7","82.3","1.0","1.0","","","0","1.045","","66.0","102.78894","7.0","","","","","","work_intense","typical","unknown","endurance_hard","Sesión en cinta de 5 series de 5x1000 a 1% vel 12km/h (5m/km) | Hubo 15 minutos de calentamiento y luego las 5 series con 4 minutos entre ellas a una velocidad de 7km/h.","1","1","v3.12","1.0"
"i143639539","","2026-04-28","09:56","mobility","Workout","intervals","142","163","icu","54.0","54.0","0.0","","","","152.0","80.0","110.0","","","","","100.0","0.0","0.0","54.0","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","7.0","12.46623","","","","","","","NA","typical","unknown","mobility","","0","0","v3.12",""
"i143714303","","2026-04-28","14:45","elliptical","Elliptical","intervals","139","156","icu","79.9","79.9","0.0","","","","690.0","121.0","130.0","127.0","","","","100.0","0.0","0.0","80.0","0.0","0.0","0","0.0","0.0","0","","","0.0","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","44.0","78.30577","3.0","2.0","","","","","easy","below","typical","endurance_easy","Sesión de elípica suave para acumular volumen a bajo coste y descargar de la sesión de ayer.","1","1","v3.12","1.0"
"i143941233","","2026-04-29","08:24","strength","WeightTraining","intervals","142","163","icu","56.3","56.3","0.0","","","","152.0","76.0","104.0","","","","","100.0","0.0","0.0","56.3","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","7.0","12.006758","","","","","","","NA","typical","below","strength_unknown","","0","0","v3.12",""
"i144059555","7185534.0","2026-04-29","14:26","bike","Ride","intervals","139","156","icu","121.5","119.7","34.88","835.0","830.0","23.9","985.0","118.0","146.0","141.0","89.95312","","19.462059","92.8","7.2","0.0","111.0","8.6","0.0","1","5.5","5.5","0","5.5","0","0.0","-29.8","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","68.0","112.02987","4.0","2.0","","","","","work_moderate","typical","typical","endurance_moderate","Salida de ciclismo para acumular volumen.","1","1","v3.12","1.0"
"i144490005","7214957.0","2026-05-01","08:05","bike","Ride","intervals","139","156","icu","162.1","148.8","35.79","1169.0","1173.0","32.7","1385.0","122.0","151.0","145.0","86.36512","","11.026823","80.3","19.7","0.0","119.4","29.3","0.0","6","29.3","6.6","0","3.9;5.9;3.8;6.6;4.9;4.2","0;0;0;0;0;0","0.0","-32.7","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","93.0","138.29636","5.0","2","","","","","work_steady","above","typical","endurance_moderate","Salida montañosa por el Berguedà. La tomé con calma dada la dureza del  recorrido. No me subió mucho la fc, no se si por ser primera hora, por el fresco o otra cosa. Tampoco fui a tope. Bien de piernas.","1","1","v3.12","1.0"
"i144733291","7234677.0","2026-05-02","08:01","trail_run","TrailRun","intervals","143","161","icu","161.7","147.2","15.21","859.02234","821.2528","56.5","1549.0","131.0","157.0","150.0","74.12361","","8.729423","70.8","29.2","0.0","104.2","43.0","0.0","3","30.8","21.2","0","21.2;3.3;6.3","0;0;0","0.0","38.3","intervals_fit","running trail","","","1.0","173.7","402.0","266.0","7.53","5.13","76.4","71.8","1.0","1.0","199.3","148.1","0","0.681","0.743","112.0","185.85498","6.0","2","201.0","876.0","424.0","29.140947","work_steady","above","typical","endurance_moderate","Salida de trail con desnivel y larga. Algo de molestia en la rodilla en la subida grande. buen comportamiento después,","1","1","v3.12","1.0"
"i144961992","7257344.0","2026-05-03","08:26","trail_run","TrailRun","intervals","143","161","icu","63.9","62.4","9.23","125.33972","131.98596","13.6","564.0","123.0","172.0","136.0","82.48779","","8.177487","98.3","1.2","0.6","61.2","0.7","0.3","0","0.0","0.0","0","","","0.0","-4.5","intervals_fit","running trail","","","1.0","220.2","296.0","260.0","8.0","9.75","78.7","86.2","1.0","1.0","216.5","223.8","0","1.219","1.034","37.0","63.863876","5.0","2.0","225.0","0.0","0.0","3.4416366","easy","below","typical","endurance_easy","Salida suave por debajo de vt1. A pesar de lo suave, noté que el motor tampoco daba para mucho mas. Sin molestias relevantes. | Agujetas de ayer","1","1","v3.12","1.0"
"i145321917","","2026-05-04","10:39","mobility","Workout","intervals","142","163","icu","25.7","25.7","0.0","","","","71.0","77.0","99.0","","","","","100.0","0.0","0.0","25.7","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","3.0","5.949188","","","","","","","NA","below","unknown","mobility","","0","0","v3.12",""
"i145353423","","2026-05-04","14:40","swim","Swim","intervals","134","149","icu","60.4","59.7","2.0","","","","522.0","122.0","138.0","132.0","38.0","","","98.7","1.3","0.0","58.9","0.8","0.0","0","0.0","0.0","0","","","0.0","-3.7","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","36.0","63.145084","4.0","2.0","","","","","easy","below","typical","endurance_easy","Buenas sensaciones, no hacer crol me hace llevar mejor la sesión.","1","1","v3.12","1.0"
"i145541302","","2026-05-05","09:02","road_run","VirtualRun","intervals","143","161","icu","60.1","59.4","8.86","","","","668.0","147.0","179.0","175.0","81.08998","31.0","","38.0","19.0","43.0","22.6","11.3","25.5","4","37.0","20.0","69","5.6;5.5;5.9;20.0","37;69;77;75","1.0","17.4","intervals_fit","running indoor_running","","","0.0","","","","8.73","9.26","79.5","82.7","1.0","1.0","","","0","1.061","","73.0","117.55615","9.0","2.0","","","","","work_intense","typical","unknown","endurance_hard","Sesion de series en cinta. 15 minutos de calentamiento. Luego 6 series de 5 minutos al 12 km/h y 1÷ de inclinacion. 2 minutos de descanso entre series a 6 km/h. Última serie rpe 9.5 | Las 4 primeras series duras pero mas o menos ""llevables"" la 5 ya muy dura, la 6 en agonia.","1","1","v3.12","1.0"
"i145877975","","2026-05-06","09:21","mobility","Workout","intervals","142","163","icu","66.0","65.9","0.0","","","","249.0","87.0","138.0","","","","","100.0","0.0","0.0","65.3","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","13.0","20.021532","","","","","","","NA","above","unknown","mobility","","0","0","v3.12",""
"i145933840","7185534.0","2026-05-06","14:30","bike","Ride","intervals","139","156","icu","122.1","121.6","34.97","847.0","835.0","24.2","1038.0","122.0","144.0","140.0","91.85842","","18.880312","91.8","8.2","0.0","111.6","10.0","0.0","2","11.7","8.3","0","8.3;3.4","0;0","0.0","-19.1","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","72.0","120.97535","4.0","2.0","","","","","work_moderate","typical","typical","endurance_moderate","Sesión de ciclismo de rodaje sobre VT1 y alta cadencia.","1","1","v3.12","1.0"
"i146204411","7347740.0","2026-05-07","14:31","road_run","Run","intervals","143","161","icu","90.1","90.0","14.16","98.40001","86.40001","6.9","964.0","141.0","153.0","149.0","82.18195","","18.53817","64.4","35.6","0.0","57.9","32.0","0.0","4","38.4","12.7","0","9.1;12.7;5.3;11.3","0;0;0;0","0.0","3.3","intervals_fit","running generic","","","1.0","236.2","374.0","274.0","9.8","9.35","82.4","82.0","1.0","1.0","242.5","229.9","0","0.954","0.948","81.0","146.72063","4.0","3","239.0","604.0","494.0","4.5671215","work_steady","typical","typical","endurance_moderate","Salida tranquila de inspección de recorrido de la 10k del día 17. Aunque la intención era ir suave he notado que me costaba un poco y que la fc se elevaba mas de lo normal. Después de recorrer la ruta he alargado de forma suave hasta llegar a los 90 minutos. | RPE muscular 5 especialmente a partir de la hora.","1","1","v3.12","1.0"
"i146525748","","2026-05-08","15:53","swim","Swim","intervals","134","149","icu","61.8","61.1","1.93","","","","511.0","119.0","136.0","127.0","37.0","","","99.5","0.5","0.0","59.4","0.3","0.0","0","0.0","0.0","0","","","0.0","-5.7","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","33.0","58.844025","4.0","3","","","","","easy","below","typical","endurance_easy","1 hora de natacion a ritmo. Sensación  de cuerpo cansado.","1","1","v3.12","1.007"
"i146658843","7378512.0","2026-05-09","08:19","bike","Ride","intervals","139","156","icu","159.9","157.6","54.43","867.0","856.0","15.9","1378.0","125.0","161.0","155.0","89.89742","","15.959649","79.7","18.3","2.1","125.6","28.8","3.2","3","30.1","23.3","11","3.1;3.7;23.3","0;12;12","0.0","-35.5","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","101.0","164.40953","5.0","3","157.0","46654.0","8560.0","20.707808","work_steady","above","typical","endurance_moderate","","1","0","v3.12","1.0"
"i147169632","","2026-05-11","09:32","road_run","VirtualRun","intervals","143","161","icu","83.0","80.6","12.27","","","","922.0","146.0","171.0","168.0","82.805435","25.0","","35.1","32.1","32.8","28.3","25.9","26.4","5","55.4","34.3","48","4.8;5.2;5.4;5.7;34.3","0;0;16;58;65","0.0","14.5","intervals_fit","running indoor_running","","","0.0","","","","9.12","9.2","81.7","83.9","1.0","1.0","","","0","1.009","","94.0","152.67136","8.0","1.0","","","","","work_intense","above","unknown","endurance_hard","Sesión de series. en cinta. | 9x5min a 12km/h. | Descansos de 2 min a 6km/h | 14 min de calentamiento (aprox) | y bajada suave como enfriamiento. | Buenas sensaciones, la idea era llegar a las 7 repeticiones y acabé haciendo 9, en parte porque perdí un poco la cuenta :) | Bastante mejor de lo esperado. | Sensación de isquios cargados en las ultimas repeticiones.","1","1","v3.12","1.0"
"i147437498","","2026-05-12","08:49","mobility","Workout","intervals","142","163","icu","78.7","78.7","0.0","","","","206.0","78.0","110.0","","","","","100.0","0.0","0.0","78.7","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","11.0","17.78841","","","","","","","NA","above","unknown","mobility","","0","0","v3.12",""
"i147556729","","2026-05-12","15:00","swim","Swim","intervals","134","149","icu","61.5","60.8","2.02","","","","500.0","118.0","131.0","126.0","38.0","","","100.0","0.0","0.0","60.8","0.0","0.0","0","0.0","0.0","0","","","0.0","-0.7","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","31.0","56.160374","4.0","2.0","","","","","easy","below","typical","endurance_easy","Sesión de natación a ritmo para volumen suave sin cargar articulaciones.","1","1","v3.12","1.0"
"i147766416","","2026-05-13","08:50","strength","WeightTraining","intervals","142","163","icu","59.8","59.8","0.0","","","","291.0","94.0","122.0","","","","","100.0","0.0","0.0","59.9","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","15.0","26.885351","","","","","","","NA","typical","typical","strength_unknown","","0","0","v3.12",""
